주문번호,날짜,시간,카테고리,상품명,SKU,수량,단가,합계,결제수단,고객국적
NB-2602-0364,2026-02-08,11:39,MD상품,뉴믹스 에코백,NM-4000004,2,18000,36000,카드,일본
NB-2602-0365,2026-02-08,11:12,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,현금,일본
NB-2602-0365,2026-02-08,11:12,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,현금,일본
NB-2602-0365,2026-02-08,11:12,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,현금,일본
NB-2602-0366,2026-02-08,14:39,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,현금,한국
NB-2602-0366,2026-02-08,14:39,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,현금,한국
NB-2602-0367,2026-02-08,16:52,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,카드,태국
NB-2602-0367,2026-02-08,16:52,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,카드,태국
NB-2602-0368,2026-02-08,11:39,MD상품,키링 포 모양,NM-4000002,3,12000,36000,간편결제,기타
NB-2602-0368,2026-02-08,11:39,스낵,오란다 말차,NM-3000004,2,4500,9000,간편결제,기타
NB-2602-0369,2026-02-08,14:13,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,간편결제,일본
NB-2602-0370,2026-02-08,14:53,MD상품,도자기컵,NM-4000003,2,28000,56000,카드,일본
NB-2602-0370,2026-02-08,14:53,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,카드,일본
NB-2602-0371,2026-02-08,12:19,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,간편결제,대만
NB-2602-0371,2026-02-08,12:19,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,간편결제,대만
NB-2602-0371,2026-02-08,12:19,스낵,오란다 말차,NM-3000004,2,4500,9000,간편결제,대만
NB-2602-0372,2026-02-08,12:48,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,현금,한국
NB-2602-0372,2026-02-08,12:48,스낵,오란다 말차,NM-3000004,1,4500,4500,현금,한국
NB-2602-0373,2026-02-08,13:01,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,태국
NB-2602-0373,2026-02-08,13:01,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,간편결제,태국
NB-2602-0374,2026-02-08,14:35,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,카드,일본
NB-2602-0374,2026-02-08,14:35,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,카드,일본
NB-2602-0374,2026-02-08,14:35,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,카드,일본
NB-2602-0374,2026-02-08,14:35,스낵,오란다 오리지널,NM-3000003,1,4500,4500,카드,일본
NB-2602-0375,2026-02-08,16:28,MD상품,북촌 에디션 토트백,NM-4000005,2,22000,44000,카드,한국
NB-2602-0375,2026-02-08,16:28,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,카드,한국
NB-2602-0375,2026-02-08,16:28,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,한국
NB-2602-0376,2026-02-08,16:39,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,카드,유럽
NB-2602-0376,2026-02-08,16:39,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,유럽
NB-2602-0377,2026-02-08,10:36,커피포,타로밀크티 커피포,NM-2000018,3,15900,47700,현금,일본
NB-2602-0377,2026-02-08,10:36,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,현금,일본
NB-2602-0378,2026-02-08,12:56,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,간편결제,일본
NB-2602-0378,2026-02-08,12:56,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,간편결제,일본
NB-2602-0378,2026-02-08,12:56,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,일본
NB-2602-0379,2026-02-08,16:35,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,현금,일본
NB-2602-0379,2026-02-08,16:35,MD상품,북촌 에디션 토트백,NM-4000005,2,22000,44000,현금,일본
NB-2602-0380,2026-02-08,13:24,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,대만
NB-2602-0381,2026-02-08,13:04,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,일본
NB-2602-0382,2026-02-08,12:14,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,기타
NB-2602-0382,2026-02-08,12:14,커피포,얼그레이밀크티 커피포,NM-2000016,3,15900,47700,카드,기타
NB-2602-0382,2026-02-08,12:14,스낵,오란다 말차,NM-3000004,3,4500,13500,카드,기타
NB-2602-0383,2026-02-08,16:34,커피포,라즈베리말차 커피포,NM-2000017,3,15900,47700,간편결제,중국
NB-2602-0384,2026-02-08,13:08,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,현금,기타
NB-2602-0384,2026-02-08,13:08,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,현금,기타
NB-2602-0385,2026-02-08,10:46,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,카드,일본
NB-2602-0385,2026-02-08,10:46,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,카드,일본
NB-2602-0385,2026-02-08,10:46,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,일본
NB-2602-0385,2026-02-08,10:46,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,카드,일본
NB-2602-0386,2026-02-08,12:51,MD상품,키링 포 모양,NM-4000002,1,12000,12000,카드,일본
NB-2602-0386,2026-02-08,12:51,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,일본
NB-2602-0386,2026-02-08,12:51,MD상품,북촌 에디션 토트백,NM-4000005,2,22000,44000,카드,일본
NB-2602-0387,2026-02-08,13:25,커피포,시나몬약과맛 커피포,NM-2000019,1,15900,15900,카드,한국
NB-2602-0387,2026-02-08,13:25,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,한국
NB-2602-0388,2026-02-08,12:35,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,미국
NB-2602-0388,2026-02-08,12:35,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,간편결제,미국
NB-2602-0388,2026-02-08,12:35,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,간편결제,미국
NB-2602-0389,2026-02-08,13:28,MD상품,북촌 에디션 토트백,NM-4000005,3,22000,66000,카드,홍콩
NB-2602-0389,2026-02-08,13:28,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,카드,홍콩
NB-2602-0389,2026-02-08,13:28,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,카드,홍콩
NB-2602-0389,2026-02-08,13:28,커피포,얼그레이밀크티 커피포,NM-2000016,3,15900,47700,카드,홍콩
NB-2602-0390,2026-02-08,15:31,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,기타
NB-2602-0390,2026-02-08,15:31,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,카드,기타
NB-2602-0391,2026-02-08,13:28,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,일본
NB-2602-0391,2026-02-08,13:28,커피포,시나몬약과맛 커피포,NM-2000019,3,15900,47700,간편결제,일본
NB-2602-0391,2026-02-08,13:28,스낵,오란다 오리지널,NM-3000003,1,4500,4500,간편결제,일본
NB-2602-0391,2026-02-08,13:28,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,일본
NB-2602-0392,2026-02-08,16:59,커피포,민트초코맛 커피포,NM-2000014,2,15900,31800,카드,일본
NB-2602-0393,2026-02-08,12:09,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,일본
NB-2602-0393,2026-02-08,12:09,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,간편결제,일본
NB-2602-0393,2026-02-08,12:09,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,일본
NB-2602-0393,2026-02-08,12:09,MD상품,북촌 에디션 토트백,NM-4000005,2,22000,44000,간편결제,일본
NB-2602-0394,2026-02-08,16:44,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,간편결제,동남아기타
NB-2602-0394,2026-02-08,16:44,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,간편결제,동남아기타
NB-2602-0395,2026-02-08,14:12,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,카드,미국
NB-2602-0396,2026-02-08,12:43,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,카드,일본
NB-2602-0396,2026-02-08,12:43,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,일본
NB-2602-0396,2026-02-08,12:43,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,일본
NB-2602-0396,2026-02-08,12:43,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,일본
NB-2602-0397,2026-02-08,12:11,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,현금,대만
NB-2602-0397,2026-02-08,12:11,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,현금,대만
NB-2602-0398,2026-02-08,16:18,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,간편결제,일본
NB-2602-0399,2026-02-08,12:32,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,대만
NB-2602-0399,2026-02-08,12:32,커피포,시나몬약과맛 커피포,NM-2000019,3,15900,47700,카드,대만
NB-2602-0400,2026-02-08,15:59,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,간편결제,대만
NB-2602-0400,2026-02-08,15:59,커피포,얼그레이밀크티 커피포,NM-2000016,3,15900,47700,간편결제,대만
NB-2602-0401,2026-02-08,11:23,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,카드,한국
NB-2602-0402,2026-02-08,12:23,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,간편결제,일본
NB-2602-0402,2026-02-08,12:23,커피포,시나몬약과맛 커피포,NM-2000019,1,15900,15900,간편결제,일본
NB-2602-0403,2026-02-08,15:44,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,간편결제,일본
NB-2602-0403,2026-02-08,15:44,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,일본
NB-2602-0403,2026-02-08,15:44,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,간편결제,일본
NB-2602-0404,2026-02-08,13:35,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,카드,일본
NB-2602-0404,2026-02-08,13:35,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,일본
NB-2602-0405,2026-02-08,12:34,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,간편결제,일본
NB-2602-0405,2026-02-08,12:34,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,간편결제,일본
NB-2602-0405,2026-02-08,12:34,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,간편결제,일본
NB-2602-0406,2026-02-08,10:08,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,카드,대만
NB-2602-0406,2026-02-08,10:08,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,카드,대만
NB-2602-0406,2026-02-08,10:08,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,대만
NB-2602-0406,2026-02-08,10:08,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,대만
NB-2602-0407,2026-02-08,12:36,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,대만
NB-2602-0407,2026-02-08,12:36,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,대만
NB-2602-0408,2026-02-08,15:54,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,간편결제,일본
NB-2602-0409,2026-02-08,12:35,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,간편결제,홍콩
NB-2602-0409,2026-02-08,12:35,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,간편결제,홍콩
NB-2602-0409,2026-02-08,12:35,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,홍콩
NB-2602-0409,2026-02-08,12:35,커피포,시나몬약과맛 커피포,NM-2000019,1,15900,15900,간편결제,홍콩
NB-2602-0410,2026-02-08,15:33,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,간편결제,대만
NB-2602-0411,2026-02-08,13:28,MD상품,키링 포 모양,NM-4000002,2,12000,24000,간편결제,일본
NB-2602-0411,2026-02-08,13:28,MD상품,키링 mix man,NM-4000001,3,12000,36000,간편결제,일본
NB-2602-0411,2026-02-08,13:28,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,간편결제,일본
NB-2602-0412,2026-02-08,15:43,MD상품,뉴믹스 에코백,NM-4000004,2,18000,36000,카드,일본
NB-2602-0412,2026-02-08,15:43,커피포,라즈베리말차 커피포,NM-2000017,3,15900,47700,카드,일본
NB-2602-0412,2026-02-08,15:43,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,일본
NB-2602-0413,2026-02-08,13:10,스낵,오란다 오리지널,NM-3000003,3,4500,13500,카드,일본
NB-2602-0413,2026-02-08,13:10,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,일본
NB-2602-0413,2026-02-08,13:10,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,일본
NB-2602-0414,2026-02-08,15:21,커피포,라즈베리말차 커피포,NM-2000017,3,15900,47700,카드,홍콩
NB-2602-0414,2026-02-08,15:21,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,홍콩
NB-2602-0414,2026-02-08,15:21,커피포,시나몬약과맛 커피포,NM-2000019,3,15900,47700,카드,홍콩
NB-2602-0415,2026-02-08,17:54,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,유럽
NB-2602-0415,2026-02-08,17:54,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,유럽
NB-2602-0415,2026-02-08,17:54,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,간편결제,유럽
NB-2602-0416,2026-02-08,12:07,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,간편결제,한국
NB-2602-0417,2026-02-08,14:10,MD상품,북촌 에디션 토트백,NM-4000005,1,22000,22000,간편결제,한국
NB-2602-0418,2026-02-08,15:16,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,미국
NB-2602-0418,2026-02-08,15:16,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,간편결제,미국
NB-2602-0419,2026-02-08,13:53,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,미국
NB-2602-0419,2026-02-08,13:53,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,미국
NB-2602-0419,2026-02-08,13:53,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,간편결제,미국
NB-2602-0420,2026-02-08,10:36,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,중국
NB-2602-0420,2026-02-08,10:36,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,중국
NB-2602-0421,2026-02-08,11:54,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,간편결제,유럽
NB-2602-0421,2026-02-08,11:54,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,간편결제,유럽
NB-2602-0422,2026-02-08,12:14,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,카드,일본
NB-2602-0423,2026-02-08,14:15,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,카드,한국
NB-2602-0424,2026-02-08,16:08,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,일본
NB-2602-0425,2026-02-08,15:00,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,한국
NB-2602-0425,2026-02-08,15:00,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,카드,한국
NB-2602-0426,2026-02-09,13:41,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,카드,일본
NB-2602-0426,2026-02-09,13:41,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,카드,일본
NB-2602-0426,2026-02-09,13:41,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,카드,일본
NB-2602-0426,2026-02-09,13:41,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,일본
NB-2602-0427,2026-02-09,14:20,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,간편결제,일본
NB-2602-0428,2026-02-09,10:43,커피포,시나몬약과맛 커피포,NM-2000019,3,15900,47700,현금,대만
NB-2602-0428,2026-02-09,10:43,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,현금,대만
NB-2602-0428,2026-02-09,10:43,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,현금,대만
NB-2602-0429,2026-02-09,15:26,스낵,오란다 말차,NM-3000004,1,4500,4500,카드,일본
NB-2602-0429,2026-02-09,15:26,MD상품,키링 mix man,NM-4000001,2,12000,24000,카드,일본
NB-2602-0429,2026-02-09,15:26,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,카드,일본
NB-2602-0429,2026-02-09,15:26,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,카드,일본
NB-2602-0430,2026-02-09,14:55,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,현금,한국
NB-2602-0431,2026-02-09,17:28,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,카드,동남아기타
NB-2602-0431,2026-02-09,17:28,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,카드,동남아기타
NB-2602-0431,2026-02-09,17:28,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,카드,동남아기타
NB-2602-0432,2026-02-09,16:32,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,현금,미국
NB-2602-0432,2026-02-09,16:32,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,현금,미국
NB-2602-0433,2026-02-09,13:10,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,카드,일본
NB-2602-0433,2026-02-09,13:10,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,카드,일본
NB-2602-0433,2026-02-09,13:10,스낵,오란다 오리지널,NM-3000003,2,4500,9000,카드,일본
NB-2602-0434,2026-02-09,14:47,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,간편결제,미국
NB-2602-0434,2026-02-09,14:47,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,미국
NB-2602-0434,2026-02-09,14:47,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,간편결제,미국
NB-2602-0434,2026-02-09,14:47,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,간편결제,미국
NB-2602-0435,2026-02-09,15:53,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,현금,중국
NB-2602-0436,2026-02-09,17:42,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,카드,대만
NB-2602-0436,2026-02-09,17:42,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,카드,대만
NB-2602-0436,2026-02-09,17:42,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,카드,대만
NB-2602-0436,2026-02-09,17:42,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,카드,대만
NB-2602-0437,2026-02-09,13:27,커피포,민트초코맛 커피포,NM-2000014,3,15900,47700,카드,일본
NB-2602-0437,2026-02-09,13:27,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,카드,일본
NB-2602-0438,2026-02-09,15:20,MD상품,키링 mix man,NM-4000001,1,12000,12000,카드,홍콩
NB-2602-0438,2026-02-09,15:20,MD상품,북촌 에디션 토트백,NM-4000005,1,22000,22000,카드,홍콩
NB-2602-0438,2026-02-09,15:20,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,홍콩
NB-2602-0438,2026-02-09,15:20,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,카드,홍콩
NB-2602-0439,2026-02-09,17:15,스낵,오란다 말차,NM-3000004,1,4500,4500,현금,한국
NB-2602-0440,2026-02-09,12:42,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,일본
NB-2602-0440,2026-02-09,12:42,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,간편결제,일본
NB-2602-0440,2026-02-09,12:42,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,간편결제,일본
NB-2602-0441,2026-02-09,15:45,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,간편결제,중국
NB-2602-0441,2026-02-09,15:45,스낵,오란다 말차,NM-3000004,2,4500,9000,간편결제,중국
NB-2602-0441,2026-02-09,15:45,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,간편결제,중국
NB-2602-0442,2026-02-09,12:07,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,현금,일본
NB-2602-0442,2026-02-09,12:07,MD상품,키링 mix man,NM-4000001,3,12000,36000,현금,일본
NB-2602-0442,2026-02-09,12:07,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,현금,일본
NB-2602-0443,2026-02-09,13:21,MD상품,키링 포 모양,NM-4000002,3,12000,36000,카드,일본
NB-2602-0443,2026-02-09,13:21,MD상품,키링 mix man,NM-4000001,3,12000,36000,카드,일본
NB-2602-0444,2026-02-09,13:37,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,카드,일본
NB-2602-0445,2026-02-09,16:25,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,일본
NB-2602-0445,2026-02-09,16:25,커피포,시나몬약과맛 커피포,NM-2000019,1,15900,15900,간편결제,일본
NB-2602-0446,2026-02-09,11:51,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,한국
NB-2602-0447,2026-02-09,14:03,커피포,화이트베리모카맛 커피포,NM-2000013,3,15900,47700,간편결제,일본
NB-2602-0447,2026-02-09,14:03,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,일본
NB-2602-0447,2026-02-09,14:03,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,일본
NB-2602-0447,2026-02-09,14:03,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,간편결제,일본
NB-2602-0448,2026-02-09,14:35,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,카드,기타
NB-2602-0448,2026-02-09,14:35,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,카드,기타
NB-2602-0449,2026-02-09,11:38,커피포,시나몬약과맛 커피포,NM-2000019,1,15900,15900,카드,홍콩
NB-2602-0449,2026-02-09,11:38,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,카드,홍콩
NB-2602-0449,2026-02-09,11:38,MD상품,북촌 에디션 토트백,NM-4000005,3,22000,66000,카드,홍콩
NB-2602-0450,2026-02-09,13:42,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,현금,한국
NB-2602-0451,2026-02-09,12:19,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,간편결제,한국
NB-2602-0452,2026-02-09,13:08,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,미국
NB-2602-0452,2026-02-09,13:08,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,간편결제,미국
NB-2602-0452,2026-02-09,13:08,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,간편결제,미국
NB-2602-0452,2026-02-09,13:08,커피포,시나몬약과맛 커피포,NM-2000019,3,15900,47700,간편결제,미국
NB-2602-0453,2026-02-09,15:40,MD상품,뉴믹스 에코백,NM-4000004,3,18000,54000,간편결제,대만
NB-2602-0453,2026-02-09,15:40,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,간편결제,대만
NB-2602-0454,2026-02-09,15:33,MD상품,키링 mix man,NM-4000001,2,12000,24000,현금,일본
NB-2602-0454,2026-02-09,15:33,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,현금,일본
NB-2602-0454,2026-02-09,15:33,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,현금,일본
NB-2602-0455,2026-02-09,17:04,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,일본
NB-2602-0455,2026-02-09,17:04,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,일본
NB-2602-0456,2026-02-09,14:16,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,카드,대만
NB-2602-0457,2026-02-09,14:04,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,카드,기타
NB-2602-0457,2026-02-09,14:04,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,카드,기타
NB-2602-0458,2026-02-09,16:39,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,대만
NB-2602-0458,2026-02-09,16:39,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,간편결제,대만
NB-2602-0458,2026-02-09,16:39,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,간편결제,대만
NB-2602-0458,2026-02-09,16:39,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,간편결제,대만
NB-2602-0459,2026-02-09,15:55,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,태국
NB-2602-0459,2026-02-09,15:55,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,태국
NB-2602-0460,2026-02-09,16:32,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,현금,일본
NB-2602-0460,2026-02-09,16:32,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,현금,일본
NB-2602-0460,2026-02-09,16:32,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,현금,일본
NB-2602-0461,2026-02-09,13:30,스낵,오란다 오리지널,NM-3000003,1,4500,4500,카드,태국
NB-2602-0461,2026-02-09,13:30,MD상품,키링 포 모양,NM-4000002,1,12000,12000,카드,태국
NB-2602-0462,2026-02-09,12:38,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,간편결제,일본
NB-2602-0462,2026-02-09,12:38,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,간편결제,일본
NB-2602-0462,2026-02-09,12:38,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,간편결제,일본
NB-2602-0463,2026-02-09,15:53,커피포,시나몬약과맛 커피포,NM-2000019,1,15900,15900,카드,중국
NB-2602-0463,2026-02-09,15:53,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,중국
NB-2602-0463,2026-02-09,15:53,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,카드,중국
NB-2602-0464,2026-02-09,15:18,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,간편결제,미국
NB-2602-0464,2026-02-09,15:18,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,간편결제,미국
NB-2602-0464,2026-02-09,15:18,MD상품,키링 mix man,NM-4000001,2,12000,24000,간편결제,미국
NB-2602-0465,2026-02-09,14:23,커피포,시나몬약과맛 커피포,NM-2000019,2,15900,31800,현금,한국
NB-2602-0466,2026-02-09,12:38,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,한국
NB-2602-0466,2026-02-09,12:38,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,간편결제,한국
